,USGS-01509000,USGS-01531000,USGS-04234000
1950-11-30,19.227138835968002,165.08721563136004,6.796043182080001
1950-12-01,17.867930199552003,137.61987443712002,7.050894801408001
1950-12-02,16.225553097216004,118.93075568640002,6.626142102528001
1950-12-03,20.104961080320003,184.90900824576002,18.519217671168004
1950-12-04,124.59412500480002,747.5647500288001,67.39409488896001
1950-12-05,90.61390909440001,648.4557869568001,30.582194319360006
1950-12-06,53.80200852480001,331.3071051264001,17.782979659776004
1950-12-07,42.47526988800001,241.82586989568003,15.602582472192003
1950-12-08,69.37627415040001,690.9310568448001,43.607943751680004
1950-12-09,64.27924176384,484.21807672320006,21.096050711040004
1950-12-10,42.47526988800001,258.53280938496005,12.346145114112002
1950-12-11,35.11288977408,194.81990455296003,11.043570170880002
1950-12-12,31.148531251200005,165.08721563136004,9.797628920832002
1950-12-13,26.985954802176003,137.61987443712002,8.495053977600001
1950-12-14,23.587933211136004,115.24956562944001,7.532281193472001
1950-12-15,21.520803409920003,101.09114233344002,6.909310568448001
1950-12-16,20.388129546240002,95.99410994688002,6.569508409344001
1950-12-17,17.55644488704,86.64955057152001,6.173072557056001
1950-12-18,16.423771023360004,73.34063267328001,5.380200852480001
1950-12-19,15.857434091520002,71.64162187776002,5.0970323865600005
1950-12-20,14.158423296000002,70.79211648,4.955448153600001
1950-12-21,13.308917898240002,66.54458949120001,4.813863920640001
1950-12-22,13.308917898240002,60.881220172800006,4.955448153600001
1950-12-23,14.158423296000002,63.71290483200001,5.663369318400001
1950-12-24,14.724760227840003,62.86339943424001,5.8899040911360006
1950-12-25,15.857434091520002,67.96043182080001,5.351884005888
1950-12-26,14.724760227840003,60.03171477504001,4.530695454720001
1950-12-27,13.025749432320001,41.34259602432001,4.247526988800001
1950-12-28,11.326738636800002,40.493090626560004,3.9643585228800005
1950-12-29,11.609907102720001,50.12081846784001,4.813863920640001
1950-12-30,11.156837557248002,52.386166195200005,5.153666079744001
1950-12-31,10.817035398144002,49.554481536000004,4.955448153600001
1951-01-01,10.307332159488002,46.722796876800004,4.105942755840001
1951-01-02,10.137431079936002,44.74061761536001,4.8421807672320005
1951-01-03,12.204560881152002,48.13863920640001,7.419013807104001
1951-01-04,52.66933466112001,441.74280683520004,43.8911122176
1951-01-05,64.56241022976,472.8913380864001,23.163180512256
1951-01-06,40.493090626560004,214.92486563328004,13.110699972096002
1951-01-07,30.015857387520004,159.42384631296002,8.891489829888002
1951-01-08,23.786151137280005,113.26738636800002,6.371290483200001
1951-01-09,22.087140341760005,99.10896307200001,6.654458949120001
1951-01-10,20.388129546240002,93.44559375360001,6.229706250240001
1951-01-11,19.255455682560005,93.44559375360001,6.371290483200001
1951-01-12,17.55644488704,84.10103437824002,5.776636704768001
1951-01-13,16.508721563136003,73.90696960512001,5.351884005888
1951-01-14,14.498225455104002,62.01389403648001,4.530695454720001
1951-01-15,18.915653523456005,65.41191562752002,7.588914886656001
1951-01-16,20.954466478080004,88.91489829888002,8.013667585536002
1951-01-17,16.423771023360004,72.77429574144001,5.720003011584001
1951-01-18,16.678622642688,71.07528494592002,5.776636704768001
1951-01-19,19.255455682560005,105.90500625408002,9.712678381056001
1951-01-20,30.299025853440003,261.93083097600004,14.158423296000002
1951-01-21,53.51884005888001,260.79815711232004,18.575851364352
1951-01-22,38.2277428992,207.27931705344002,8.211885511680002
1951-01-23,28.883183523840003,120.06342955008002,6.229706250240001
1951-01-24,46.156459944960005,199.63376847360004,19.566940995072002
1951-01-25,50.12081846784001,216.34070796288003,13.960205369856002
1951-01-26,33.41387897856001,135.07135824384002,8.211885511680002
1951-01-27,25.966548324864004,95.99410994688002,6.314656790016001
1951-01-28,21.322585483776002,81.26934971904001,5.380200852480001
1951-01-29,19.255455682560005,67.96043182080001,5.946537784320001
